Timestamp,X,Y,Snelheid,Acceleration,dist to closest home,dist to closest visitor,Naam,Shirt,
10300,,,0,0,0,0,21_XX0002,21,
10300,,,0,0,0,0,25_XX0002,25,
10300,0,0,0,,,,,,
10300,0,0,0,,,,,,
10400,0.706,-11.074,6.23,-1.33,5.216,5.549,ball,5,
10400,-42.201,-2.031,0.24,0.05,33.849,43.66,01_XX0001,1,
10400,-8.757,-7.256,1.52,-0.15,11.751,12.509,03_XX0001,3,
10400,-5.054,-26.317,3.38,-1.11,7.766,5.903,04_XX0001,4,
10400,-7.468,-18.936,2.33,0.57,7.155,7.514,05_XX0001,5,
10400,-5.465,8.71,2.1,-0.14,16.301,6.268,15_XX0001,15,
10400,-0.931,-16.026,3.42,-1.79,6.152,0.762,29_XX0001,29,
10400,8.6,-18.605,3.62,0.44,5.086,3.902,06_XX0001,6,
10400,3.724,-20.048,0.75,-0.46,5.086,1.79,10_XX0001,10,
10400,,,0,0,0,0,18_XX0001,18,
10400,,,0,0,0,0,23_XX0001,23,
10400,,,0,0,0,0,11_XX0001,11,
10400,17.984,-1.012,2.53,0.11,19.94,4.713,14_XX0001,14,
10400,16.028,-23.73,3.01,0.23,9.024,1.977,17_XX0001,17,
10400,43.915,-2.019,1.15,-0.21,25.951,23.856,26_XX0002,26,
10400,18.056,4.578,2.52,0.04,5.59,9.962,02_XX0002,2,
10400,20.264,-5.136,2.43,-0.45,4.713,9.962,03_XX0002,3,
10400,22.838,-16.814,3.31,0.12,9.706,11.087,05_XX0002,5,
10400,16.206,-25.698,2.03,-0.61,1.977,8.307,06_XX0002,6,
10400,-1.384,13.467,2.47,-0.15,6.268,21.375,04_XX0002,4,
10400,2.774,-18.531,1.72,-2.38,1.79,3.717,08_XX0002,8,
10400,-0.353,-16.521,3.74,-0.81,0.762,3.717,10_XX0002,10,
10400,,,0,0,0,0,23_XX0002,23,
10400,11.28,-15.768,4.27,-0.03,3.902,8.252,07_XX0002,7,
10400,-1.876,-31.292,0.56,0.41,5.903,12.792,09_XX0002,9,
10400,8.215,-23.43,2.44,-1.14,4.84,7.321,11_XX0002,11,
10400,,,0,0,0,0,21_XX0002,21,
10400,,,0,0,0,0,25_XX0002,25,
10400,0,0,0,,,,,,
10400,0,0,0,,,,,,
10500,0.282,-10.636,6.1,-1.37,5.862,6.084,ball,5,
10500,-42.191,-2.022,0.26,0.19,33.838,43.414,01_XX0001,1,
10500,-8.782,-7.394,1.51,-0.13,11.533,12.269,03_XX0001,3,
10500,-5.395,-26.305,3.27,-1.17,7.776,6.083,04_XX0001,4,
10500,-7.689,-18.875,2.38,0.51,7.08,7.325,05_XX0001,5,
10500,-5.644,8.587,2.09,-0.09,16.287,6.314,15_XX0001,15,
10500,-1.079,-16.338,3.26,-1.39,6.01,0.473,29_XX0001,29,
10500,8.363,-18.331,3.66,0.38,4.953,3.793,06_XX0001,6,
10500,3.695,-19.988,0.73,-0.12,4.953,1.579,10_XX0001,10,
10500,,,0,0,0,0,18_XX0001,18,
10500,,,0,0,0,0,23_XX0001,23,
10500,,,0,0,0,0,11_XX0001,11,
10500,17.749,-0.913,2.54,0.1,19.786,4.744,14_XX0001,14,
10500,15.982,-23.428,3.03,0.19,9.167,2.119,17_XX0001,17,
10500,43.827,-1.947,1.13,-0.24,26.098,23.999,26_XX0002,26,
10500,17.808,4.647,2.52,-0.01,5.561,9.97,02_XX0002,2,
10500,20.032,-5.072,2.39,-0.27,4.744,9.97,03_XX0002,3,
10500,22.554,-16.637,3.32,0.06,9.451,10.995,05_XX0002,5,
10500,16.106,-25.543,1.98,-0.42,2.119,8.387,06_XX0002,6,
10500,-1.632,13.463,2.45,-0.19,6.314,21.345,04_XX0002,4,
10500,2.85,-18.655,1.47,-2.55,1.579,4.095,08_XX0002,8,
10500,-0.714,-16.638,3.67,-0.61,0.473,4.095,10_XX0002,10,
10500,,,0,0,0,0,23_XX0002,23,
10500,10.92,-15.529,4.26,-0.14,3.793,8.447,07_XX0002,7,
10500,-1.933,-31.306,0.61,0.49,6.083,12.653,09_XX0002,9,
10500,7.984,-23.449,2.33,-1,5.133,7.025,11_XX0002,11,
10500,,,0,0,0,0,21_XX0002,21,
10500,,,0,0,0,0,25_XX0002,25,
10500,0,0,0,,,,,,
10500,0,0,0,,,,,,
10600,-0.156,-10.189,5.96,-1.23,6.509,6.581,ball,5,
10600,-42.18,-2.004,0.28,0.28,33.847,43.164,01_XX0001,1,
10600,-8.788,-7.536,1.5,-0.01,11.307,11.992,03_XX0001,3,
10600,-5.725,-26.287,3.15,-1.3,7.792,6.259,04_XX0001,4,
10600,-7.915,-18.809,2.43,0.43,7.032,7.169,05_XX0001,5,
10600,-5.824,8.472,2.08,-0.09,16.281,6.354,15_XX0001,15,
10600,-1.237,-16.608,3.14,-0.82,5.917,0.201,29_XX0001,29,
10600,8.127,-18.046,3.7,0.34,4.825,3.695,06_XX0001,6,
10600,3.676,-19.906,0.73,0.09,4.825,1.327,10_XX0001,10,
10600,,,0,0,0,0,18_XX0001,18,
10600,,,0,0,0,0,23_XX0001,23,
10600,,,0,0,0,0,11_XX0001,11,
10600,17.512,-0.812,2.55,0.08,19.624,4.78,14_XX0001,14,
10600,15.935,-23.127,3.05,0.13,9.316,2.264,17_XX0001,17,
10600,43.742,-1.876,1.1,-0.24,26.252,24.13,26_XX0002,26,
10600,17.563,4.722,2.51,-0.09,5.534,9.98,02_XX0002,2,
10600,19.815,-5,2.37,-0.12,4.78,9.98,03_XX0002,3,
10600,22.27,-16.46,3.32,0.01,9.197,10.902,05_XX0002,5,
10600,16.016,-25.39,1.95,-0.21,2.264,8.47,06_XX0002,6,
10600,-1.878,13.453,2.43,-0.23,6.354,21.312,04_XX0002,4,
10600,2.909,-18.824,1.24,-1.79,1.327,4.499,08_XX0002,8,
10600,-1.062,-16.707,3.62,-0.44,0.201,4.499,10_XX0002,10,
10600,,,0,0,0,0,23_XX0002,23,
10600,10.572,-15.275,4.25,-0.19,3.695,8.445,07_XX0002,7,
10600,-1.997,-31.315,0.66,0.53,6.259,12.541,09_XX0002,9,
10600,7.771,-23.451,2.24,-0.79,5.416,6.712,11_XX0002,11,
10600,,,0,0,0,0,21_XX0002,21,
10600,,,0,0,0,0,25_XX0002,25,
10600,0,0,0,,,,,,
10600,0,0,0,,,,,,
10700,-0.578,-9.759,5.83,-1.59,7.115,7,ball,5,
10700,-42.17,-1.976,0.31,0.34,33.884,42.912,01_XX0001,1,
10700,-8.769,-7.68,1.5,0.12,11.064,11.66,03_XX0001,3,
10700,-6.04,-26.267,3.01,-1.48,7.828,6.426,04_XX0001,4,
10700,-8.147,-18.727,2.47,0.41,6.998,7.048,05_XX0001,5,
10700,-6.005,8.367,2.07,-0.12,16.283,6.386,15_XX0001,15,
10700,-1.413,-16.824,3.09,-0.17,5.893,0.115,29_XX0001,29,
10700,7.895,-17.75,3.73,0.31,4.703,3.609,06_XX0001,6,
10700,3.667,-19.811,0.74,0.17,4.703,1.085,10_XX0001,10,
10700,,,0,0,0,0,18_XX0001,18,
10700,,,0,0,0,0,23_XX0001,23,
10700,,,0,0,0,0,11_XX0001,11,
10700,17.275,-0.707,2.56,0.06,19.454,4.82,14_XX0001,14,
10700,15.892,-22.825,3.06,0.07,9.472,2.406,17_XX0001,17,
10700,43.66,-1.807,1.08,-0.2,26.409,24.25,26_XX0002,26,
10700,17.323,4.803,2.5,-0.2,5.511,9.992,02_XX0002,2,
10700,19.611,-4.923,2.36,-0.01,4.82,9.992,03_XX0002,3,
10700,21.987,-16.28,3.32,-0.04,8.944,10.803,05_XX0002,5,
10700,15.938,-25.231,1.94,-0.01,2.406,8.558,06_XX0002,6,
10700,-2.122,13.437,2.41,-0.31,6.386,21.276,04_XX0002,4,
10700,2.953,-18.993,1.12,-0.65,1.085,4.909,08_XX0002,8,
10700,-1.393,-16.711,3.58,-0.29,0.115,4.909,10_XX0002,10,
10700,,,0,0,0,0,23_XX0002,23,
10700,10.238,-15.006,4.23,-0.19,3.609,8.305,07_XX0002,7,
10700,-2.069,-31.319,0.71,0.54,6.426,12.452,09_XX0002,9,
10700,7.57,-23.435,2.17,-0.51,5.326,6.407,11_XX0002,11,
10700,,,0,0,0,0,21_XX0002,21,
10700,,,0,0,0,0,25_XX0002,25,
10700,0,0,0,,,,,,
10700,0,0,0,,,,,,
10800,-0.972,-9.354,5.67,-1.73,7.644,7.327,ball,5,
10800,-42.162,-1.94,0.35,0.34,33.953,42.66,01_XX0001,1,
10800,-8.722,-7.821,1.52,0.18,10.808,11.271,03_XX0001,3,
10800,-6.34,-26.243,2.85,-1.65,7.888,6.583,04_XX0001,4,
10800,-8.381,-18.624,2.52,0.47,6.967,6.961,05_XX0001,5,
10800,-6.186,8.27,2.06,-0.15,16.29,6.411,15_XX0001,15,
10800,-1.613,-16.971,3.11,0.48,5.949,0.34,29_XX0001,29,
10800,7.667,-17.446,3.76,0.27,4.599,3.532,06_XX0001,6,
10800,3.666,-19.713,0.76,0.08,4.599,0.897,10_XX0001,10,
10800,,,0,0,0,0,18_XX0001,18,
10800,,,0,0,0,0,23_XX0001,23,
10800,,,0,0,0,0,11_XX0001,11,
10800,17.038,-0.599,2.56,0.03,19.277,4.862,14_XX0001,14,
10800,15.856,-22.522,3.06,0.04,9.635,2.539,17_XX0001,17,
10800,43.579,-1.743,1.06,-0.15,26.566,24.364,26_XX0002,26,
10800,17.09,4.892,2.47,-0.31,5.492,10.008,02_XX0002,2,
10800,19.413,-4.842,2.37,0.06,4.862,10.008,03_XX0002,3,
10800,21.708,-16.098,3.31,-0.07,8.69,10.695,05_XX0002,5,
10800,15.873,-25.061,1.94,0.17,2.539,8.655,06_XX0002,6,
10800,-2.361,13.415,2.37,-0.4,6.411,21.236,04_XX0002,4,
10800,2.986,-19.129,1.11,0.39,0.897,5.31,08_XX0002,8,
10800,-1.707,-16.644,3.56,-0.1,0.34,5.31,10_XX0002,10,
10800,,,0,0,0,0,23_XX0002,23,
10800,9.92,-14.725,4.21,-0.13,3.532,8.215,07_XX0002,7,
10800,-2.145,-31.317,0.77,0.55,6.583,12.385,09_XX0002,9,
10800,7.379,-23.4,2.14,-0.2,5.233,6.128,11_XX0002,11,
10800,,,0,0,0,0,21_XX0002,21,
10800,,,0,0,0,0,25_XX0002,25,
10800,0,0,0,,,,,,
10800,0,0,0,,,,,,
10900,-1.366,-8.949,5.5,-1.66,7.346,7.593,ball,5,
10900,-42.159,-1.896,0.38,0.27,34.058,42.41,01_XX0001,1,
10900,-8.644,-7.952,1.53,0.08,10.553,10.833,03_XX0001,3,
10900,-6.622,-26.214,2.68,-1.79,7.963,6.728,04_XX0001,4,
10900,-8.617,-18.505,2.57,0.58,6.933,6.903,05_XX0001,5,
10900,-6.37,8.183,2.04,-0.14,16.295,6.426,15_XX0001,15,
10900,-1.842,-17.034,3.19,1.12,6.086,0.545,29_XX0001,29,
10900,7.446,-17.133,3.79,0.2,4.525,3.466,06_XX0001,6,
10900,3.667,-19.62,0.76,-0.11,4.525,0.779,10_XX0001,10,
10900,,,0,0,0,0,18_XX0001,18,
10900,,,0,0,0,0,23_XX0001,23,
10900,,,0,0,0,0,11_XX0001,11,
10900,16.805,-0.485,2.57,0,19.098,4.901,14_XX0001,14,
10900,15.827,-22.217,3.07,0.03,9.802,2.662,17_XX0001,17,
10900,43.498,-1.682,1.05,-0.12,26.72,24.48,26_XX0002,26,
10900,16.862,4.99,2.44,-0.43,5.476,10.024,02_XX0002,2,
10900,19.212,-4.755,2.38,0.1,4.901,10.024,03_XX0002,3,
10900,21.434,-15.911,3.3,-0.09,8.438,10.579,05_XX0002,5,
10900,15.821,-24.879,1.97,0.31,2.662,8.758,06_XX0002,6,
10900,-2.597,13.385,2.33,-0.51,6.426,21.193,04_XX0002,4,
10900,3.003,-19.212,1.17,0.72,0.779,5.69,08_XX0002,8,
10900,-2.007,-16.514,3.56,0.2,0.545,5.69,10_XX0002,10,
10900,,,0,0,0,0,23_XX0002,23,
10900,9.62,-14.434,4.2,-0.03,3.466,8.162,07_XX0002,7,
10900,-2.226,-31.307,0.82,0.58,6.728,12.344,09_XX0002,9,
10900,7.2,-23.337,2.13,0.13,5.128,5.885,11_XX0002,11,
10900,,,0,0,0,0,21_XX0002,21,
10900,,,0,0,0,0,25_XX0002,25,
10900,0,0,0,,,,,,
10900,0,0,0,,,,,,
11000,-1.744,-8.563,5.34,-1.73,6.812,7.791,ball,5,
11000,-42.162,-1.848,0.4,0.18,34.193,42.165,01_XX0001,1,
11000,-8.538,-8.066,1.53,-0.14,10.32,10.361,03_XX0001,3,
11000,-6.884,-26.177,2.5,-1.87,8.039,6.859,04_XX0001,4,
11000,-8.851,-18.382,2.63,0.67,6.893,6.869,05_XX0001,5,
11000,-6.556,8.108,2.03,-0.1,16.295,6.428,15_XX0001,15,
11000,-2.096,-17.006,3.33,1.78,6.29,0.7,29_XX0001,29,
11000,7.234,-16.814,3.8,0.09,4.492,3.409,06_XX0001,6,
11000,3.662,-19.537,0.74,-0.25,4.492,0.725,10_XX0001,10,
11000,,,0,0,0,0,18_XX0001,18,
11000,,,0,0,0,0,23_XX0001,23,
11000,,,0,0,0,0,11_XX0001,11,
11000,16.578,-0.364,2.56,-0.02,18.918,4.93,14_XX0001,14,
11000,15.804,-21.91,3.07,0.04,9.971,2.774,17_XX0001,17,
11000,43.416,-1.625,1.04,-0.09,26.868,24.602,26_XX0002,26,
11000,16.643,5.098,2.39,-0.53,5.463,10.036,02_XX0002,2,
11000,19.001,-4.657,2.39,0.12,4.93,10.036,03_XX0002,3,
11000,21.165,-15.719,3.29,-0.1,8.19,10.458,05_XX0002,5,
11000,15.781,-24.684,2,0.38,2.774,8.864,06_XX0002,6,
11000,-2.828,13.345,2.27,-0.6,6.428,21.145,04_XX0002,4,
11000,2.999,-19.243,1.25,0.72,0.725,5.678,08_XX0002,8,
11000,-2.294,-16.334,3.6,0.63,0.7,6.04,10_XX0002,10,
11000,,,0,0,0,0,23_XX0002,23,
11000,9.339,-14.132,4.2,0.08,3.409,8.143,07_XX0002,7,
11000,-2.31,-31.288,0.89,0.71,6.859,12.336,09_XX0002,9,
11000,7.036,-23.236,2.16,0.43,5.006,5.678,11_XX0002,11,
11000,,,0,0,0,0,21_XX0002,21,
11000,,,0,0,0,0,25_XX0002,25,
11000,0,0,0,,,,,,
11000,0,0,0,,,,,,
11100,-2.114,-8.181,5.1,-2.36,6.297,7.948,ball,5,
11100,-42.171,-1.799,0.41,0.09,34.354,41.928,01_XX0001,1,
11100,-8.411,-8.163,1.51,-0.27,10.121,9.866,03_XX0001,3,
11100,-7.124,-26.13,2.31,-1.88,8.109,6.976,04_XX0001,4,
11100,-9.085,-18.261,2.7,0.71,6.853,6.856,05_XX0001,5,
11100,-6.744,8.044,2.02,-0.06,16.293,6.416,15_XX0001,15,
11100,-2.371,-16.887,3.55,2.42,6.55,0.797,29_XX0001,29,
11100,7.032,-16.489,3.8,-0.05,4.505,3.365,06_XX0001,6,
11100,3.65,-19.466,0.71,-0.26,4.505,0.722,10_XX0001,10,
11100,,,0,0,0,0,18_XX0001,18,
11100,,,0,0,0,0,23_XX0001,23,
11100,,,0,0,0,0,11_XX0001,11,
11100,16.358,-0.233,2.56,-0.01,18.741,4.946,14_XX0001,14,
11100,15.789,-21.603,3.07,0.08,10.14,2.877,17_XX0001,17,
11100,43.332,-1.568,1.03,-0.07,27.007,24.728,26_XX0002,26,
11100,16.432,5.216,2.33,-0.62,5.449,10.038,02_XX0002,2,
11100,18.784,-4.542,2.4,0.1,4.946,10.038,03_XX0002,3,
11100,20.903,-15.522,3.28,-0.11,7.946,10.335,05_XX0002,5,
11100,15.749,-24.479,2.04,0.38,2.877,8.967,06_XX0002,6,
11100,-3.052,13.291,2.21,-0.63,6.416,21.091,04_XX0002,4,
11100,2.968,-19.23,1.32,0.94,0.722,5.505,08_XX0002,8,
11100,-2.573,-16.116,3.69,1.08,0.797,6.355,10_XX0002,10,
11100,,,0,0,0,0,23_XX0002,23,
11100,9.078,-13.818,4.22,0.18,3.365,8.163,07_XX0002,7,
11100,-2.393,-31.257,0.97,0.92,6.976,12.362,09_XX0002,9,
11100,6.89,-23.094,2.22,0.68,4.864,5.505,11_XX0002,11,
11100,,,0,0,0,0,21_XX0002,21,
11100,,,0,0,0,0,25_XX0002,25,
11100,0,0,0,,,,,,
11100,0,0,0,,,,,,
11200,-2.473,-7.81,4.82,-3.16,5.813,8.062,ball,5,
11200,-42.185,-1.752,0.42,0.03,34.532,41.701,01_XX0001,1,
11200,-8.27,-8.247,1.49,-0.13,9.95,9.352,03_XX0001,3,
11200,-7.339,-26.074,2.12,-1.83,8.175,7.075,04_XX0001,4,
11200,-9.319,-18.142,2.77,0.69,6.815,6.866,05_XX0001,5,
11200,-6.933,7.989,2.02,-0.02,16.292,6.391,15_XX0001,15,
11200,-2.661,-16.687,3.82,2.94,6.815,0.843,29_XX0001,29,
11200,6.84,-16.158,3.79,-0.19,4.565,3.334,06_XX0001,6,
11200,3.632,-19.406,0.69,-0.16,4.565,0.764,10_XX0001,10,
11200,,,0,0,0,0,18_XX0001,18,
11200,,,0,0,0,0,23_XX0001,23,
11200,,,0,0,0,0,11_XX0001,11,
11200,16.146,-0.091,2.56,0.02,18.567,4.948,14_XX0001,14,
11200,15.78,-21.295,3.08,0.13,10.311,2.973,17_XX0001,17,
11200,43.248,-1.508,1.03,-0.05,27.139,24.851,26_XX0002,26,
11200,16.231,5.342,2.27,-0.7,5.434,10.024,02_XX0002,2,
11200,18.567,-4.407,2.41,0.04,4.948,10.024,03_XX0002,3,
11200,20.648,-15.319,3.27,-0.12,7.708,10.213,05_XX0002,5,
11200,15.726,-24.268,2.08,0.29,2.973,9.065,06_XX0002,6,
11200,-3.266,13.223,2.14,-0.63,6.391,21.03,04_XX0002,4,
11200,2.902,-19.182,1.44,1.49,0.764,5.369,08_XX0002,8,
11200,-2.842,-15.864,3.81,1.35,0.843,6.634,10_XX0002,10,
11200,,,0,0,0,0,23_XX0002,23,
11200,8.837,-13.488,4.24,0.26,3.334,8.224,07_XX0002,7,
11200,-2.474,-31.21,1.07,1.18,7.075,12.416,09_XX0002,9,
11200,6.762,-22.913,2.3,0.9,4.701,5.369,11_XX0002,11,
11200,,,0,0,0,0,21_XX0002,21,
11200,,,0,0,0,0,25_XX0002,25,
11200,0,0,0,,,,,,
11200,0,0,0,,,,,,
11300,-2.813,-7.465,4.65,-0.52,5.378,8.119,ball,5,
11300,-42.205,-1.712,0.42,0,34.718,41.49,01_XX0001,1,
11300,-8.122,-8.324,1.49,0.19,9.597,8.824,03_XX0001,3,
11300,-7.529,-26.011,1.95,-1.71,8.248,7.154,04_XX0001,4,
11300,-9.555,-18.016,2.84,0.66,6.785,6.901,05_XX0001,5,
11300,-7.125,7.938,2.02,0,16.292,6.36,15_XX0001,15,
11300,-2.961,-16.415,4.13,3.16,6.785,0.848,29_XX0001,29,
11300,6.656,-15.822,3.77,-0.29,4.665,3.322,06_XX0001,6,
11300,3.612,-19.357,0.68,0.04,4.665,0.849,10_XX0001,10,
11300,,,0,0,0,0,18_XX0001,18,
11300,,,0,0,0,0,23_XX0001,23,
11300,,,0,0,0,0,11_XX0001,11,
11300,15.942,0.059,2.57,0.08,18.396,4.94,14_XX0001,14,
11300,15.778,-20.987,3.1,0.19,10.483,3.064,17_XX0001,17,
11300,43.166,-1.443,1.02,-0.03,27.266,24.967,26_XX0002,26,
11300,16.042,5.471,2.19,-0.79,5.412,9.993,02_XX0002,2,
11300,18.357,-4.251,2.4,-0.07,4.94,9.993,03_XX0002,3,
11300,20.4,-15.108,3.26,-0.16,7.478,10.097,05_XX0002,5,
11300,15.71,-24.051,2.1,0.16,3.064,9.157,06_XX0002,6,
11300,-3.464,13.139,2.08,-0.62,6.36,20.959,04_XX0002,4,
11300,2.801,-19.102,1.63,2.25,0.849,5.272,08_XX0002,8,
11300,-3.099,-15.579,3.95,1.31,0.848,6.873,10_XX0002,10,
11300,,,0,0,0,0,23_XX0002,23,
11300,8.614,-13.139,4.27,0.32,3.322,8.328,07_XX0002,7,
11300,-2.548,-31.147,1.2,1.4,7.154,12.489,09_XX0002,9,
11300,6.653,-22.703,2.4,1.07,4.522,5.272,11_XX0002,11,
11300,,,0,0,0,0,21_XX0002,21,
11300,,,0,0,0,0,25_XX0002,25,
11300,0,0,0,,,,,,
11300,0,0,0,,,,,,
11400,-3.137,-7.136,4.53,-0.83,4.999,8.122,ball,5,
11400,-42.227,-1.678,0.42,0,34.901,41.193,01_XX0001,1,
11400,-7.977,-8.387,1.52,0.53,9.023,8.29,03_XX0001,3,
11400,-7.693,-25.943,1.78,-1.55,8.341,7.213,04_XX0001,4,
11400,-9.794,-17.871,2.9,0.65,6.772,6.967,05_XX0001,5,
11400,-7.32,7.888,2.02,0.02,16.288,6.329,15_XX0001,15,
11400,-3.263,-16.08,4.44,2.94,6.772,0.828,29_XX0001,29,
11400,6.481,-15.483,3.73,-0.36,4.795,3.329,06_XX0001,6,
11400,3.595,-19.313,0.7,0.3,4.795,0.981,10_XX0001,10,
11400,,,0,0,0,0,18_XX0001,18,
11400,,,0,0,0,0,23_XX0001,23,
11400,,,0,0,0,0,11_XX0001,11,
11400,15.745,0.217,2.58,0.16,18.23,4.931,14_XX0001,14,
11400,15.785,-20.68,3.12,0.27,10.657,3.152,17_XX0001,17,
11400,43.087,-1.375,1.02,-0.03,27.388,25.074,26_XX0002,26,
11400,15.863,5.599,2.11,-0.87,5.383,9.949,02_XX0002,2,
11400,18.16,-4.081,2.39,-0.2,4.931,9.949,03_XX0002,3,
11400,20.16,-14.889,3.24,-0.23,7.257,9.991,05_XX0002,5,
11400,15.701,-23.83,2.11,0.01,3.152,9.242,06_XX0002,6,
11400,-3.641,13.038,2.02,-0.65,6.329,20.874,04_XX0002,4,
11400,2.668,-18.991,1.89,3.04,0.981,5.221,08_XX0002,8,
11400,-3.336,-15.256,4.07,1,0.828,7.072,10_XX0002,10,
11400,,,0,0,0,0,23_XX0002,23,
11400,8.409,-12.769,4.3,0.37,3.329,8.466,07_XX0002,7,
11400,-2.614,-31.064,1.35,1.57,7.213,12.568,09_XX0002,9,
11400,6.559,-22.472,2.51,1.19,4.332,5.221,11_XX0002,11,
11400,,,0,0,0,0,21_XX0002,21,
11400,,,0,0,0,0,25_XX0002,25,
11400,0,0,0,,,,,,
11400,0,0,0,,,,,,
11500,-3.447,-6.818,4.82,5.64,4.679,8.074,ball,5,
11500,-42.252,-1.652,0.42,0.03,35.069,40.907,01_XX0001,1,
11500,-7.843,-8.421,1.59,0.82,8.437,7.767,03_XX0001,3,
11500,-7.834,-25.872,1.64,-1.38,8.46,7.249,04_XX0001,4,
11500,-10.033,-17.702,2.97,0.66,6.784,7.069,05_XX0001,5,
11500,-7.519,7.843,2.02,0.04,16.267,6.297,15_XX0001,15,
11500,-3.554,-15.687,4.7,2.35,6.784,0.795,29_XX0001,29,
11500,6.314,-15.143,3.69,-0.4,4.943,3.358,06_XX0001,6,
11500,3.586,-19.266,0.74,0.56,4.943,1.158,10_XX0001,10,
11500,,,0,0,0,0,18_XX0001,18,
11500,,,0,0,0,0,23_XX0001,23,
11500,,,0,0,0,0,11_XX0001,11,
11500,15.555,0.384,2.6,0.25,18.069,4.928,14_XX0001,14,
11500,15.802,-20.373,3.15,0.36,10.834,3.239,17_XX0001,17,
11500,43.011,-1.304,1.01,-0.05,27.508,25.169,26_XX0002,26,
11500,15.694,5.723,2.02,-0.93,5.341,9.898,02_XX0002,2,
11500,17.977,-3.908,2.37,-0.31,4.928,9.898,03_XX0002,3,
11500,19.929,-14.661,3.21,-0.32,7.047,9.9,05_XX0002,5,
11500,15.697,-23.61,2.1,-0.11,3.239,9.32,06_XX0002,6,
11500,-3.793,12.92,1.95,-0.71,6.297,20.774,04_XX0002,4,
11500,2.507,-18.845,2.23,3.57,1.158,5.216,08_XX0002,8,
11500,-3.547,-14.892,4.15,0.55,0.795,7.23,10_XX0002,10,
11500,,,0,0,0,0,23_XX0002,23,
11500,8.219,-12.377,4.34,0.41,3.358,8.628,07_XX0002,7,
11500,-2.666,-30.955,1.52,1.7,7.249,12.642,09_XX0002,9,
11500,6.48,-22.226,2.63,1.21,4.14,5.216,11_XX0002,11,
11500,,,0,0,0,0,21_XX0002,21,
11500,,,0,0,0,0,25_XX0002,25,
11500,0,0,0,,,,,,
11500,0,0,0,,,,,,
11600,-3.718,-6.537,5.4,5.89,4.423,7.952,ball,5,
11600,-42.279,-1.63,0.43,0.09,35.212,40.641,01_XX0001,1,
11600,-7.725,-8.409,1.69,1.08,7.865,7.277,03_XX0001,3,
11600,-7.953,-25.795,1.51,-1.19,8.602,7.264,04_XX0001,4,
11600,-10.272,-17.512,3.04,0.65,6.834,7.21,05_XX0001,5,
11600,-7.722,7.811,2.03,0.05,16.22,6.262,15_XX0001,15,
11600,-3.827,-15.24,4.9,1.6,6.834,0.757,29_XX0001,29,
11600,6.155,-14.807,3.65,-0.43,5.096,3.408,06_XX0001,6,
11600,3.586,-19.208,0.81,0.78,5.096,1.375,10_XX0001,10,
11600,,,0,0,0,0,18_XX0001,18,
11600,,,0,0,0,0,23_XX0001,23,
11600,,,0,0,0,0,11_XX0001,11,
11600,15.37,0.56,2.63,0.35,17.918,4.942,14_XX0001,14,
11600,15.83,-20.063,3.19,0.44,11.01,3.333,17_XX0001,17,
11600,42.934,-1.236,1.01,-0.07,27.623,25.251,26_XX0002,26,
11600,15.537,5.845,1.92,-0.97,5.287,9.848,02_XX0002,2,
11600,17.808,-3.738,2.33,-0.38,4.942,9.848,03_XX0002,3,
11600,19.708,-14.424,3.18,-0.41,6.844,9.826,05_XX0002,5,
11600,15.696,-23.393,2.09,-0.18,3.333,9.392,06_XX0002,6,
11600,-3.918,12.784,1.88,-0.76,6.262,20.655,04_XX0002,4,
11600,2.323,-18.665,2.59,3.38,1.375,5.255,08_XX0002,8,
11600,-3.726,-14.489,4.18,0.05,0.757,7.351,10_XX0002,10,
11600,,,0,0,0,0,23_XX0002,23,
11600,8.042,-11.969,4.38,0.4,3.408,8.806,07_XX0002,7,
11600,-2.701,-30.814,1.69,1.8,7.264,12.703,09_XX0002,9,
11600,6.413,-21.965,2.75,1.14,3.949,5.255,11_XX0002,11,
11600,,,0,0,0,0,21_XX0002,21,
11600,,,0,0,0,0,25_XX0002,25,
11600,0,0,0,,,,,,
11600,0,0,0,,,,,,
11700,-3.982,-6.407,5.99,6.13,4.124,7.651,ball,5,
11700,-42.307,-1.608,0.44,0.15,35.329,40.398,01_XX0001,1,
11700,-7.625,-8.34,1.81,1.32,7.328,6.838,03_XX0001,3,
11700,-8.05,-25.709,1.4,-1,8.759,7.261,04_XX0001,4,
11700,-10.509,-17.303,3.1,0.59,6.923,7.386,05_XX0001,5,
11700,-7.927,7.797,2.03,0.03,16.14,6.219,15_XX0001,15,
11700,-4.075,-14.75,5.03,0.93,6.923,0.72,29_XX0001,29,
11700,6.006,-14.475,3.61,-0.43,5.248,3.472,06_XX0001,6,
11700,3.593,-19.135,0.9,0.94,5.248,1.624,10_XX0001,10,
11700,,,0,0,0,0,18_XX0001,18,
11700,,,0,0,0,0,23_XX0001,23,
11700,,,0,0,0,0,11_XX0001,11,
11700,15.19,0.748,2.67,0.46,17.779,4.975,14_XX0001,14,
11700,15.868,-19.75,3.24,0.49,11.184,3.436,17_XX0001,17,
11700,42.856,-1.174,1,-0.09,27.732,25.318,26_XX0002,26,
11700,15.393,5.964,1.83,-0.95,5.22,9.803,02_XX0002,2,
11700,17.652,-3.575,2.29,-0.43,4.975,9.803,03_XX0002,3,
11700,19.495,-14.18,3.13,-0.43,6.647,9.769,05_XX0002,5,
